id	node1	label	node2
Q28852447-alias-en-3	Q28852447	alias	'win 59010'@en
Q28852447-alias-en-4	Q28852447	alias	'win-59010'@en
Q28855911-alias-en-1	Q28855911	alias	'Colistin sodium methanesulfonate'@en
Q28856101-alias-en-1	Q28856101	alias	'Vokanamet'@en
Q28856123-alias-en-2	Q28856123	alias	'DALVANCE'@en
Q28856123-alias-en-1	Q28856123	alias	'dalbavancin hcl'@en
Q28856135-alias-en-1	Q28856135	alias	'dapagliflozin / Metformin'@en
Q28856155-alias-en-1	Q28856155	alias	'Coagulation factor IX recombinant immunoglubulin G1 fusion protein'@en
Q28856418-alias-en-1	Q28856418	alias	'Avandamet'@en
Q28856418-alias-en-2	Q28856418	alias	'Metformin / rosiglitazone'@en
Q28856434-alias-en-1	Q28856434	alias	'saxagliptin / dapagliflozin propanediol monohydrate'@en
Q28856464-alias-en-4	Q28856464	alias	'GT16-026A'@en
Q28856464-alias-en-2	Q28856464	alias	'Phosblock'@en
Q28856464-alias-en-3	Q28856464	alias	'RenaGel'@en
Q28856464-alias-en-1	Q28856464	alias	'SEVELAMER HCL'@en
Q28856481-alias-en-1	Q28856481	alias	'susoctocog alfa'@en
Q28859529-alias-en-1	Q28859529	alias	'donepezil / Memantine'@en
Q28859597-alias-en-1	Q28859597	alias	'alogliptin / Metformin'@en
Q28859602-alias-en-1	Q28859602	alias	'Clopidogrel/Acetylsalicylic acid Zentiva (previously DuoCover)'@en
Q28859603-alias-en-1	Q28859603	alias	'Vantavo (previously Alendronate sodium and colecalciferol, MSD)'@en
Q28859604-alias-en-1	Q28859604	alias	'Icandra'@en
Q28859604-alias-en-2	Q28859604	alias	'Vildagliptin / metformin hydrochloride Novartis'@en
Q28859607-alias-en-1	Q28859607	alias	'Irbesartan Hydrochlorothiazide Zentiva (previously Irbesartan Hydrochlorothiazide Winthrop)'@en
Q28859612-alias-en-1	Q28859612	alias	'emtricitabine / Rilpivirine / tenofovir alafenamide'@en
Q28859614-alias-en-1	Q28859614	alias	'Atazanavir / cobicistat'@en
Q28859614-alias-en-2	Q28859614	alias	'Evotaz'@en
Q28859622-alias-en-1	Q28859622	alias	'Prezcobix'@en
Q28859634-alias-en-2	Q28859634	alias	'Amlodipine / Hydrochlorothiazide / valsartan'@en
Q28859634-alias-en-1	Q28859634	alias	'amlodipine besylate / valsartan / hydrochlorothiazide'@en
Q28859659-alias-en-2	Q28859659	alias	'Amlodipine / telmisartan'@en
Q28859659-alias-en-1	Q28859659	alias	'telmisartan / amlodipine besilate'@en
Q28859737-alias-en-3	Q28859737	alias	'ic-51'@en
Q28859737-alias-en-2	Q28859737	alias	'ic51'@en
Q28859737-alias-en-1	Q28859737	alias	'japanese encephalitis vaccine ic51'@en
Q28859737-alias-en-4	Q28859737	alias	'jespect'@en
Q28859738-alias-en-4	Q28859738	alias	'hbsag'@en
Q28859738-alias-en-5	Q28859738	alias	'hepatitis b antigen'@en
Q28859738-alias-en-6	Q28859738	alias	'hepatitis b surface antigen (rdna)'@en
Q28859738-alias-en-3	Q28859738	alias	'hepatitis b surface antigen vaccine'@en
Q28859738-alias-en-1	Q28859738	alias	'hepatitis b surface antigen'@en
Q28859738-alias-en-2	Q28859738	alias	'hepatitis b surface antigens'@en
Q28859738-alias-en-7	Q28859738	alias	'hepatitis-b surface antigen'@en
Q28859739-alias-en-1	Q28859739	alias	'antihemophilic factor b'@en
Q28859739-alias-en-2	Q28859739	alias	'human coagulation factor ix'@en
Q28859739-alias-en-3	Q28859739	alias	'replenine'@en
Q28859740-alias-en-1	Q28859740	alias	'coagulation factor x'@en
Q28859740-alias-en-5	Q28859740	alias	'factor x (stuart prower factor)'@en
Q28859740-alias-en-2	Q28859740	alias	'factor x'@en
Q28859740-alias-en-4	Q28859740	alias	'human coagulation factor x'@en
Q28859740-alias-en-3	Q28859740	alias	'stuart-prower factor'@en
Q28859741-alias-en-2	Q28859741	alias	'human herpesvirus 3 live (attenuated) antigen'@en
Q28859741-alias-en-5	Q28859741	alias	'varicella virus vaccine live (oka-merck) strain'@en
Q28859741-alias-en-7	Q28859741	alias	'varicella zoster live (attenuated) antigen'@en
Q28859741-alias-en-1	Q28859741	alias	'varicella zoster live(attenuated) antigen'@en
Q28859741-alias-en-6	Q28859741	alias	'varicella-zoster virus (live, attenuated)'@en
Q28859741-alias-en-3	Q28859741	alias	'varicella-zoster virus strain oka/merck live (attenuated) antigen'@en
Q28859741-alias-en-4	Q28859741	alias	'zoster vaccine live (oka/merck)'@en
Q28859742-alias-en-1	Q28859742	alias	'coagulation factor ix (recombinant), albumin fusion protein'@en
Q28877-alias-en-1	Q28877	alias	'economic good'@en
Q28877-alias-en-2	Q28877	alias	'economic goods'@en
Q28877-alias-en-3	Q28877	alias	'good'@en
Q28877390-alias-en-2	Q28877390	alias	'massive particle (particle physics)'@en
Q28877390-alias-en-1	Q28877390	alias	'massive particle (quantum mechanics)'@en
Q28885102-alias-en-1	Q28885102	alias	'pharmaceutical'@en
Q28885102-alias-en-2	Q28885102	alias	'pharmaceuticals'@en
Q28921572-alias-en-4	Q28921572	alias	'koinomatter'@en
Q28921572-alias-en-3	Q28921572	alias	'matter (as opposed to antimatter)'@en
Q28921572-alias-en-2	Q28921572	alias	'matter (not antimatter)'@en
Q28921572-alias-en-1	Q28921572	alias	'matter excluding antimatter'@en
Q2896816-alias-en-1	Q2896816	alias	'benzylidene compounds'@en
Q29017603-alias-en-4	Q29017603	alias	'controlling'@en
Q29017603-alias-en-3	Q29017603	alias	'directing'@en
Q29017603-alias-en-2	Q29017603	alias	'direction'@en
Q29017603-alias-en-1	Q29017603	alias	'management'@en
Q29017603-alias-en-5	Q29017603	alias	'managing'@en
Q29017603-alias-en-6	Q29017603	alias	'regulation'@en
Q2901852-alias-en-1	Q2901852	alias	'carbon compound'@en
Q29033580-alias-en-1	Q29033580	alias	'disease of genitourinary system'@en
Q29033580-alias-en-3	Q29033580	alias	'disorder of genitourinary system'@en
Q29033580-alias-en-2	Q29033580	alias	'disorder of the genitourinary system'@en
Q29033580-alias-en-6	Q29033580	alias	'genitourinary system disease'@en
Q29033580-alias-en-4	Q29033580	alias	'syndrome of the genitourinary system'@en
Q29033580-alias-en-5	Q29033580	alias	'urogenital disease'@en
Q29033580-alias-en-7	Q29033580	alias	'urogenital disorder'@en
Q2903417-alias-en-2	Q2903417	alias	'schizophrenia, schizotypal and delusional disorders'@en
Q2903417-alias-en-1	Q2903417	alias	'schizophrenia-spectrum disorder'@en
Q2903964-alias-en-1	Q2903964	alias	'Lipopeptides'@en
Q290439-alias-en-2	Q290439	alias	'polyhydroxyphenol'@en
Q290439-alias-en-1	Q290439	alias	'polyphenols'@en
Q2912193-alias-en-5	Q2912193	alias	'disease of esophagus'@en
Q2912193-alias-en-2	Q2912193	alias	'disease of the esophagus'@en
Q2912193-alias-en-6	Q2912193	alias	'disorder of esophagus'@en
Q2912193-alias-en-1	Q2912193	alias	'disorder of the esophagus'@en
Q2912193-alias-en-4	Q2912193	alias	'esophageal Ulcer'@en
Q2912193-alias-en-3	Q2912193	alias	'esophageal disorder'@en
Q2912193-alias-en-7	Q2912193	alias	'esophagus disease'@en
Q2919537-alias-en-9	Q2919537	alias	'Acid maltase'@en
Q2919537-alias-en-6	Q2919537	alias	'Acid-alpha glucosidase'@en
Q2919537-alias-en-7	Q2919537	alias	'Aglucosidase alfa'@en
Q2919537-alias-en-8	Q2919537	alias	'Aglucosidase alpha'@en
Q2919537-alias-en-3	Q2919537	alias	'Alpha-glucosidase'@en
Q2919537-alias-en-2	Q2919537	alias	'Lumizyme'@en
Q2919537-alias-en-5	Q2919537	alias	'Lysosomal Alpha-Glucosidase'@en
Q2919537-alias-en-1	Q2919537	alias	'RHGAA'@en
Q2919537-alias-en-4	Q2919537	alias	'alpha-1,4-glucosidase'@en
Q2923525-alias-en-1	Q2923525	alias	'bradyon'@en
Q2923525-alias-en-3	Q2923525	alias	'ittyon'@en
Q2923525-alias-en-2	Q2923525	alias	'tardyon'@en
Q2924764-alias-en-3	Q2924764	alias	'Brexpiprazole'@en
Q2924764-alias-en-1	Q2924764	alias	'OPC 34712'@en
Q2924764-alias-en-2	Q2924764	alias	'OPC-34712'@en
Q2928948-alias-en-2	Q2928948	alias	'1-[4-(4-Chloro-phenyl)-2-(2,6-dichloro-phenylsulfanyl)-butyl]-1H-imidazole'@en
Q2928948-alias-en-3	Q2928948	alias	'Alant starch'@en
Q2928948-alias-en-7	Q2928948	alias	'Butoconazol'@en
Q2928948-alias-en-8	Q2928948	alias	'Butoconazole'@en
Q2928948-alias-en-9	Q2928948	alias	'Butoconazolum'@en
Q2928948-alias-en-5	Q2928948	alias	'Compositenstärke'@en
Q2928948-alias-en-6	Q2928948	alias	'Dahlin'@en
Q2928948-alias-en-1	Q2928948	alias	'Femstat'@en
Q2928948-alias-en-4	Q2928948	alias	'Polyfructosanum'@en
Q292982-alias-en-15	Q292982	alias	'SERPINA1'@en
Q292982-alias-en-16	Q292982	alias	'Serpin family A member 1'@en
Q292982-alias-en-3	Q292982	alias	'alpha-1 antitrypsin'@en
Q292982-alias-en-4	Q292982	alias	'alpha-1 protease inhibitor'@en
Q292982-alias-en-5	Q292982	alias	'alpha-1-antiproteinase'@en
Q292982-alias-en-11	Q292982	alias	'alpha-1-antitrypsin null'@en
Q292982-alias-en-13	Q292982	alias	'alpha-1-antitrypsin short transcript variant 1C4'@en
Q292982-alias-en-10	Q292982	alias	'alpha-1-antitrypsin short transcript variant 1C5'@en
Q292982-alias-en-12	Q292982	alias	'alpha-1-antitrypsin'@en
Q292982-alias-en-2	Q292982	alias	'epididymis secretory sperm binding protein'@en
Q292982-alias-en-1	Q292982	alias	'protease inhibitor 1 (anti-elastase), alpha-1-antitrypsin'@en
Q292982-alias-en-6	Q292982	alias	'serine (or cysteine) proteinase inhibitor, clade A, member 1'@en
Q292982-alias-en-14	Q292982	alias	'serpin A1'@en
Q292982-alias-en-7	Q292982	alias	'serpin peptidase inhibitor clade A (alpha-1antiproteinase, antitrypsin) member 1'@en
Q292982-alias-en-9	Q292982	alias	'serpin peptidase inhibitor clade A member 1'@en
Q292982-alias-en-8	Q292982	alias	'serpin peptidase inhibitor, clade A (alpha-1 antiproteinase, antitrypsin), member 1'@en
Q29310-alias-en-1	Q29310	alias	'MYD947'@en
Q29310-alias-en-2	Q29310	alias	'Mydriacyl®'@en
Q29310-alias-en-6	Q29310	alias	'Tropicamid'@en
Q29310-alias-en-3	Q29310	alias	'Tropicamida'@en
Q29310-alias-en-4	Q29310	alias	'Tropicamide'@en
Q29310-alias-en-5	Q29310	alias	'Tropicamidum'@en
Q2938837-alias-en-4	Q2938837	alias	'Cariprazine'@en
Q2938837-alias-en-1	Q2938837	alias	'RGH 188'@en
Q2938837-alias-en-2	Q2938837	alias	'RGH-188'@en
Q2938837-alias-en-3	Q2938837	alias	'Vraylar®'@en
Q2938837-alias-en-5	Q2938837	alias	'trans-N-{4-[2-[4-(2,3-dichlorophenyl)piperazine-1-yl]ethyl]cyclohexyl}-N’,N’-dimethylurea hydrochloride'@en
Q29417-alias-en-4	Q29417	alias	'(2E,4E,6E,8E)-3,7-dimethyl-9-(2,6,6-trimethyl-1-cyclohexenyl)nona-2,4,6,8-tetraenoic acid'@en
Q29417-alias-en-13	Q29417	alias	'(all-E)-3,7-Dimethyl-9-(2,6,6-trimethyl-1-cyclohexen-1-yl)-2,4,6,8-nonatetraenoate'@en
Q29417-alias-en-39	Q29417	alias	'(all-e)-3,7-Dimethyl-9-(2,6,6-trimethyl-1-cyclohexen-1-yl)-2,4,6,8-nonatetraenoic acid'@en
Q29417-alias-en-8	Q29417	alias	'3,7-Dimethyl-9-(2,6,6-trimethyl-1-cyclohexen-1-yl)-2,4,6,8-nonatetraenoate'@en
Q29417-alias-en-5	Q29417	alias	'3,7-Dimethyl-9-(2,6,6-trimethyl-1-cyclohexen-1-yl)-2,4,6,8-nonatetraenoic acid'@en
Q29417-alias-en-30	Q29417	alias	'3,7-Dimethyl-9-(2,6,6-trimethyl-1-cyclohexene-1-yl)-2,4,6,8-nonatetraenoic acid (ecl)'@en
Q29417-alias-en-33	Q29417	alias	'AGN 100335'@en
Q29417-alias-en-40	Q29417	alias	'ATRA'@en
Q29417-alias-en-12	Q29417	alias	'Acide retinoique (French)'@en
Q29417-alias-en-28	Q29417	alias	'Acide retinoique (french) (dsl)'@en
Q29417-alias-en-31	Q29417	alias	'All Trans Retinoic Acid'@en
Q29417-alias-en-23	Q29417	alias	'All Trans-Retinoic Acid'@en
Q29417-alias-en-10	Q29417	alias	'All-(E)-Retinoate'@en
Q29417-alias-en-2	Q29417	alias	'Avita®'@en
Q29417-alias-en-21	Q29417	alias	'Eudyna'@en
Q29417-alias-en-32	Q29417	alias	'RETINOIC acid'@en
Q29417-alias-en-3	Q29417	alias	'Renova®'@en
Q29417-alias-en-11	Q29417	alias	'Retinoate'@en
Q29417-alias-en-34	Q29417	alias	'Retionic Acid'@en
Q29417-alias-en-22	Q29417	alias	'Ro 1-5488'@en
Q29417-alias-en-24	Q29417	alias	'Stieva-a'@en
Q29417-alias-en-35	Q29417	alias	'Tretin m'@en
Q29417-alias-en-29	Q29417	alias	'Tretinoin'@en
Q29417-alias-en-25	Q29417	alias	'Tretinoina'@en
Q29417-alias-en-9	Q29417	alias	'Tretinoine (French)'@en
Q29417-alias-en-20	Q29417	alias	'Tretinoine (french) (einecs)'@en
Q29417-alias-en-17	Q29417	alias	'Tretinoinum'@en
Q29417-alias-en-14	Q29417	alias	'Tretinoin、ATRA'@en
Q29417-alias-en-38	Q29417	alias	'Trétinoïne'@en
Q29417-alias-en-27	Q29417	alias	'Vitamin A acid'@en
Q29417-alias-en-15	Q29417	alias	'all-(e)-Retinoic acid'@en
Q29417-alias-en-26	Q29417	alias	'all-trans-Retinoic acid'@en
Q29417-alias-en-41	Q29417	alias	'all-trans-Tretinoin'@en
Q29417-alias-en-37	Q29417	alias	'all-trans-Vitamin a acid'@en
Q29417-alias-en-36	Q29417	alias	'all-trans-Vitamin a1 acid'@en
Q29417-alias-en-19	Q29417	alias	'all-trans-beta-Retinoic acid'@en
Q29417-alias-en-1	Q29417	alias	'all-trans-retinoic acid (ATRA)'@en
Q29417-alias-en-6	Q29417	alias	'beta-Retinoate'@en
Q29417-alias-en-18	Q29417	alias	'beta-Retinoic acid'@en
Q29417-alias-en-7	Q29417	alias	'trans-Retinoate'@en
Q29417-alias-en-16	Q29417	alias	'trans-Retinoic acid'@en
Q2943789-alias-en-4	Q2943789	alias	'Adrovet'@en
Q2943789-alias-en-2	Q2943789	alias	'Alinia'@en
Q2943789-alias-en-9	Q2943789	alias	'Farnitox'@en
Q2943789-alias-en-6	Q2943789	alias	'Nitaxozanid'@en
Q2943789-alias-en-7	Q2943789	alias	'Nitaxozanide'@en
Q2943789-alias-en-8	Q2943789	alias	'Nitazoxanida'@en
Q2943789-alias-en-11	Q2943789	alias	'Nitazoxanide'@en
Q2943789-alias-en-10	Q2943789	alias	'Nitazoxanidum'@en
Q2943789-alias-en-3	Q2943789	alias	'Nodik'@en
Q2943789-alias-en-5	Q2943789	alias	'Omniparax'@en
Q2943789-alias-en-1	Q2943789	alias	'PH-5776'@en
Q2944660-alias-en-2	Q2944660	alias	'lexical entity'@en
Q2944660-alias-en-1	Q2944660	alias	'lexical unit'@en
Q2944660-alias-en-ca-1	Q2944660	alias	'lexical unit'@en-ca
Q2944660-alias-en-gb-1	Q2944660	alias	'lexical unit'@en-gb
Q29496-alias-en-8	Q29496	alias	'Blood (Leukemia)'@en
Q29496-alias-en-7	Q29496	alias	'LEUKEMIA, MALIGNANT'@en
Q29496-alias-en-2	Q29496	alias	'Leukemia NOS'@en
Q29496-alias-en-9	Q29496	alias	'Leukemia'@en
Q29496-alias-en-5	Q29496	alias	'Leukemia, Disease'@en
Q29496-alias-en-3	Q29496	alias	'Leukemia, NOS'@en
Q29496-alias-en-4	Q29496	alias	'Leukemias'@en
Q29496-alias-en-6	Q29496	alias	'Leukemias, General'@en
Q29496-alias-en-1	Q29496	alias	'leukaemia'@en
Q29568408-alias-en-6	Q29568408	alias	'Malaltia del cavall'@en
Q29568408-alias-en-5	Q29568408	alias	'Malaltia, cavall'@en
Q29568408-alias-en-7	Q29568408	alias	'Malaltia, equina'@en
Q29568408-alias-en-3	Q29568408	alias	'Malalties equines'@en
Q29568408-alias-en-4	Q29568408	alias	'Malalties, Cavall'@en
Q29568408-alias-en-2	Q29568408	alias	'Malalties, equí'@en
Q29568408-alias-en-1	Q29568408	alias	'malaltia equina'@en
Q29568408-alias-en-8	Q29568408	alias	'malalties dels cavalls'@en
Q2964133-alias-en-9	Q2964133	alias	'2-Chloroprocaine'@en
Q2964133-alias-en-5	Q2964133	alias	'2-chloroprocaine'@en
Q2964133-alias-en-11	Q2964133	alias	'4-amino-2-Chlorobenzoic acid 2-(diethylamino)ethyl ester'@en
Q2964133-alias-en-4	Q2964133	alias	'4-amino-2-chlorobenzoic acid 2-(diethylamino)ethyl ester'@en
Q2964133-alias-en-6	Q2964133	alias	'Chloroprocain'@en
Q2964133-alias-en-8	Q2964133	alias	'Chloroprocaine'@en
Q2964133-alias-en-10	Q2964133	alias	'Chloroprocainum'@en
Q2964133-alias-en-12	Q2964133	alias	'Chlorprocaine'@en
Q2964133-alias-en-7	Q2964133	alias	'Cloroprocaina'@en
Q2964133-alias-en-2	Q2964133	alias	'Nesacaine®'@en
Q2964133-alias-en-3	Q2964133	alias	'chloroprocain'@en
Q2964133-alias-en-1	Q2964133	alias	'chloroprocaine hydrochloride'@en
Q29651224-alias-en-1	Q29651224	alias	'non-human-made object'@en
Q29651224-alias-en-2	Q29651224	alias	'non-man-made object'@en
Q29651519-alias-en-1	Q29651519	alias	'mental content'@en
Q2986815-alias-en-2	Q2986815	alias	'Rare skin photosensitivity'@en
Q2986815-alias-en-1	Q2986815	alias	'skin photosensitivity'@en
Q2990593-alias-en-6	Q2990593	alias	'Behavior, Animal'@en
Q2990593-alias-en-2	Q2990593	alias	'GO:0007610'@en
Q2990593-alias-en-5	Q2990593	alias	'animal behaviour'@en
Q2990593-alias-en-1	Q2990593	alias	'behavioral response to stimulus'@en
Q2990593-alias-en-4	Q2990593	alias	'behaviour'@en
Q2990593-alias-en-3	Q2990593	alias	'behavioural response to stimulus'@en
Q29913953-alias-en-1	Q29913953	alias	'IV'@en
Q29913953-alias-en-2	Q29913953	alias	'intravenous'@en
Q29914073-alias-en-3	Q29914073	alias	'administration of drug'@en
Q29914073-alias-en-4	Q29914073	alias	'administration of medication'@en
Q29914073-alias-en-1	Q29914073	alias	'administration'@en
Q29914073-alias-en-2	Q29914073	alias	'medication administration'@en
Q29956617-alias-en-4	Q29956617	alias	'GH'@en
Q29956617-alias-en-5	Q29956617	alias	'HGH'@en
Q29956617-alias-en-1	Q29956617	alias	'IPR034975'@en
Q29956617-alias-en-2	Q29956617	alias	'Somatotropin'@en
Q29956617-alias-en-3	Q29956617	alias	'growth hormone'@en
Q29956617-alias-en-7	Q29956617	alias	'somatotropin'@en
Q29956617-alias-en-6	Q29956617	alias	'somatropin'@en
Q2995702-alias-en-1	Q2995702	alias	'Contraceptives'@en
Q2996394-alias-en-1	Q2996394	alias	'life processes'@en
Q2996394-alias-en-2	Q2996394	alias	'physiological process'@en
Q2996394-alias-en-4	Q2996394	alias	'single organism process'@en
Q2996394-alias-en-3	Q2996394	alias	'single-organism process'@en
Q30-alias-en-2	Q30	alias	'America'@en
Q30-alias-en-ca-4	Q30	alias	'America'@en-ca
Q30-alias-en-gb-3	Q30	alias	'America'@en-gb
Q30-alias-en-12	Q30	alias	'U. S. A.'@en
Q30-alias-en-13	Q30	alias	'U. S.'@en
Q30-alias-en-5	Q30	alias	'U.S.'@en
Q30-alias-en-3	Q30	alias	'U.S.A.'@en
Q30-alias-en-9	Q30	alias	'US of A'@en
Q30-alias-en-6	Q30	alias	'US'@en
Q30-alias-en-ca-1	Q30	alias	'US'@en-ca
Q30-alias-en-gb-1	Q30	alias	'US'@en-gb
Q30-alias-en-4	Q30	alias	'USA'@en
Q30-alias-en-ca-2	Q30	alias	'USA'@en-ca
Q30-alias-en-gb-2	Q30	alias	'USA'@en-gb
Q30-alias-en-ca-3	Q30	alias	'United States of America'@en-ca
Q30-alias-en-11	Q30	alias	'United States'@en
Q30-alias-en-gb-4	Q30	alias	'United States'@en-gb
Q30-alias-en-14	Q30	alias	'the States'@en
Q30-alias-en-7	Q30	alias	'the US'@en
Q30-alias-en-8	Q30	alias	'the USA'@en
Q30-alias-en-1	Q30	alias	'the United States of America'@en
Q30-alias-en-10	Q30	alias	'the United States'@en
Q30041186-alias-en-1	Q30041186	alias	'Wikidata property for items about online communities'@en
Q3010262-alias-en-1	Q3010262	alias	'cephem'@en
Q3010352-alias-en-4	Q3010352	alias	'CVA (cerebral vascular accident)'@en
Q3010352-alias-en-5	Q3010352	alias	'CVA'@en
Q3010352-alias-en-2	Q3010352	alias	'Cerebrovascular accident (disorder)'@en
Q3010352-alias-en-3	Q3010352	alias	'cerebrovascular accident'@en
Q3010352-alias-en-1	Q3010352	alias	'cerebrovascular disorder'@en
Q3011604-alias-en-1	Q3011604	alias	'DRB436'@en
Q3011604-alias-en-5	Q3011604	alias	'Dabrafenib'@en
Q3011604-alias-en-2	Q3011604	alias	'GSK2118436'@en
Q3011604-alias-en-3	Q3011604	alias	'GSK2118436A'@en
Q3011604-alias-en-4	Q3011604	alias	'Tafinlar®'@en
Q30150541-alias-en-1	Q30150541	alias	'Chronic loss of joint motion in a finger due to structural changes in non-bony tissue.'@en
Q3024240-alias-en-3	Q3024240	alias	'former country'@en
Q3024240-alias-en-1	Q3024240	alias	'former sovereign state'@en
Q3024240-alias-en-2	Q3024240	alias	'former state'@en
Q30289308-alias-en-2	Q30289308	alias	'Verastem'@en
Q30289308-alias-en-1	Q30289308	alias	'Verastem, Inc.'@en
Q30337748-alias-en-1	Q30337748	alias	'International System of Quantities base quantity'@en
Q303646-alias-en-12	Q303646	alias	'(-)-(5R)-4,5-Epoxy-3-hydroxy-9alpha-methylmorphinan-6-one'@en
Q303646-alias-en-11	Q303646	alias	'4,5-Epoxy-3-hydroxy-17-methylmorphinan-6-one'@en
Q303646-alias-en-10	Q303646	alias	'4,5alpha-Epoxy-3-hydroxy-17-methyl-6-morphinanone'@en
Q303646-alias-en-9	Q303646	alias	'6-Deoxy-7,8-dihydro-6-oxomorphine'@en
Q303646-alias-en-8	Q303646	alias	'7,8-Dihydromorphinone'@en
Q303646-alias-en-7	Q303646	alias	'Dihydromorfinon'@en
Q303646-alias-en-6	Q303646	alias	'Dihydromorphinone'@en
Q303646-alias-en-1	Q303646	alias	'Dilaudid®'@en
Q303646-alias-en-5	Q303646	alias	'Dimorphone'@en
Q303646-alias-en-15	Q303646	alias	'Hidromorfona'@en
Q303646-alias-en-14	Q303646	alias	'Hydromorfona'@en
Q303646-alias-en-13	Q303646	alias	'Hydromorphone'@en
Q303646-alias-en-16	Q303646	alias	'Hydromorphonum'@en
Q303646-alias-en-4	Q303646	alias	'Idromorfone'@en
Q303646-alias-en-3	Q303646	alias	'Palladone®'@en
Q303646-alias-en-2	Q303646	alias	'hydromorphone hydrochloride'@en
Q3041498-alias-en-3	Q3041498	alias	'Eye Disease'@en
Q3041498-alias-en-4	Q3041498	alias	'disease of eye'@en
Q3041498-alias-en-1	Q3041498	alias	'disease of the eye'@en
Q3041498-alias-en-5	Q3041498	alias	'disorder of eye'@en
Q3041498-alias-en-6	Q3041498	alias	'eye diseases'@en
Q3041498-alias-en-2	Q3041498	alias	'eye disorder'@en
Q3043160-alias-en-6	Q3043160	alias	'Antibody Deficiency Syndrome'@en
Q3043160-alias-en-17	Q3043160	alias	'Antibody Deficiency Syndromes'@en
Q3043160-alias-en-12	Q3043160	alias	'Deficiency Syndrome, Antibody'@en
Q3043160-alias-en-11	Q3043160	alias	'Deficiency Syndrome, Immunologic'@en
Q3043160-alias-en-20	Q3043160	alias	'Deficiency Syndrome, Immunological'@en
Q3043160-alias-en-9	Q3043160	alias	'Deficiency Syndromes, Antibody'@en
Q3043160-alias-en-15	Q3043160	alias	'Deficiency Syndromes, Immunologic'@en
Q3043160-alias-en-4	Q3043160	alias	'Deficiency Syndromes, Immunological'@en
Q3043160-alias-en-23	Q3043160	alias	'Immuno-Deficiency'@en
Q3043160-alias-en-22	Q3043160	alias	'Immunodeficiency Disorder'@en
Q3043160-alias-en-21	Q3043160	alias	'Immunodeficiency Syndrome'@en
Q3043160-alias-en-13	Q3043160	alias	'Immunologic Deficiency Syndrome'@en
Q3043160-alias-en-26	Q3043160	alias	'Immunologic Deficiency Syndromes'@en
Q3043160-alias-en-5	Q3043160	alias	'Immunological Deficiency Syndrome'@en
Q3043160-alias-en-18	Q3043160	alias	'Immunological Deficiency Syndromes'@en
Q3043160-alias-en-25	Q3043160	alias	'Primary immunodeficiency'@en
Q3043160-alias-en-8	Q3043160	alias	'Syndrome, Antibody Deficiency'@en
Q3043160-alias-en-10	Q3043160	alias	'Syndrome, Immunologic Deficiency'@en
Q3043160-alias-en-7	Q3043160	alias	'Syndrome, Immunological Deficiency'@en
Q3043160-alias-en-14	Q3043160	alias	'Syndromes, Antibody Deficiency'@en
Q3043160-alias-en-16	Q3043160	alias	'Syndromes, Immunologic Deficiency'@en
Q3043160-alias-en-19	Q3043160	alias	'Syndromes, Immunological Deficiency'@en
Q3043160-alias-en-1	Q3043160	alias	'hypoimmunity'@en
Q3043160-alias-en-2	Q3043160	alias	'immune deficiency disorder'@en
Q3043160-alias-en-3	Q3043160	alias	'immunodeficiency syndrome'@en
Q3043160-alias-en-24	Q3043160	alias	'immunodeficiency'@en
Q3043161-alias-en-7	Q3043161	alias	'OCT deficiency'@en
Q3043161-alias-en-3	Q3043161	alias	'ORNITHINE TRANSCARBAMYLASE DEFICIENCY, HYPERAMMONEMIA DUE TO'@en
Q3043161-alias-en-8	Q3043161	alias	'Ornithine Carbamoyltransferase Deficiency Disease'@en
Q3043161-alias-en-4	Q3043161	alias	'Ornithine Carbamoyltransferase Deficiency'@en
Q3043161-alias-en-5	Q3043161	alias	'Otc Deficiency'@en
Q3043161-alias-en-6	Q3043161	alias	'Valproate Sensitivity'@en
Q3043161-alias-en-1	Q3043161	alias	'deficiency of citrulline phosphorylase'@en
Q3043161-alias-en-2	Q3043161	alias	'ornithine transcarbamylase deficiency'@en
Q3043268-alias-en-3	Q3043268	alias	'Retina, Degeneration Of'@en
Q3043268-alias-en-2	Q3043268	alias	'degeneration of retina'@en
Q3043268-alias-en-1	Q3043268	alias	'retina degeneration'@en
Q304330-alias-en-6	Q304330	alias	'ABC'@en
Q304330-alias-en-3	Q304330	alias	'ATC code J05AF06'@en
Q304330-alias-en-4	Q304330	alias	'ATCvet code QJ05AF06'@en
Q304330-alias-en-1	Q304330	alias	'Abacavir sulfate'@en
Q304330-alias-en-7	Q304330	alias	'Abacavir'@en
Q304330-alias-en-2	Q304330	alias	'C14H18N6O'@en
Q304330-alias-en-5	Q304330	alias	'{(1S-cis)-4-[2-amino-6-(cyclopropylamino)-9H-purin-9-yl]cyclopent-2-en-1-yl}methanol'@en
Q3055380-alias-en-1	Q3055380	alias	'intestinal diseases'@en
Q306264-alias-en-3	Q306264	alias	'beta-lactam antibiotic'@en
Q306264-alias-en-2	Q306264	alias	'beta-lactam antibiotics'@en
Q306264-alias-en-5	Q306264	alias	'beta-lactam'@en
Q306264-alias-en-1	Q306264	alias	'β-lactam antibiotics'@en
Q306264-alias-en-4	Q306264	alias	'β-lactam'@en
Q3063847-alias-en-2	Q3063847	alias	'behavioral and emotional disorders'@en
